model,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,seeds,n_seeds
LightGBM,14.529274946158509,0.03220548629944111,9.722165004589558,0.051635774950945686,0.5718792360349355,0.0018982338823928422,"[42, 7, 13]",3
MLP_PyTorch,17.07344195563181,0.07705155578743948,11.640897750854492,0.02230396118326514,0.4088127613067627,0.0053335457203598355,"[42, 7, 13]",3
RandomForest,15.291916241329162,0.018920560916975596,10.7693057818243,0.013603622339414215,0.5257566507535474,0.0011737463969980352,"[42, 7, 13]",3
